date,commit,cpu,class,parameters,method,ratio
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=128,Distance_Utf16,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=128,Distance_CodePoint,15.06
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=128,NormalizedSimilarity_Utf16,1.01
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=128,SubsequenceLength_Utf16,0.97
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=512,Distance_CodePoint,24.74
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=512,NormalizedSimilarity_Utf16,1.01
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,IndelBenchmarks,Length=512,SubsequenceLength_Utf16,1.01
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=8,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=8,Kernel,0.5
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=12,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=12,Kernel,0.31
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=14,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=14,Kernel,0.25
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=16,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=16,Kernel,0.22
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=18,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=18,Kernel,0.11
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=20,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=20,Kernel,0.11
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=24,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=24,Kernel,0.1
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=32,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=32,Kernel,0.07
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=48,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=48,Kernel,0.04
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=64,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=64,Kernel,0.03
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=96,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LcsGateBenchmarks,Band=96,Kernel,0.1
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=8,Distance_Utf16,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=8,Distance_CodePoint,3.73
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=8,NormalizedSimilarity_Utf16,0.81
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=64,Distance_Utf16,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=64,Distance_CodePoint,2.43
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=64,NormalizedSimilarity_Utf16,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=512,Distance_CodePoint,1.22
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinBenchmarks,Length=512,NormalizedSimilarity_Utf16,1.07
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=32",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=32",Distance_Utf16,4.28
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=512",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=512",Distance_Utf16,4.29
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=32",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=32",Distance_Utf16,7.67
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=512",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=512",Distance_Utf16,7.27
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=32",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=32",Distance_Utf16,11.33
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=512",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=512",Distance_Utf16,11.17
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=32",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=32",Distance_Utf16,16.37
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=512",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=512",Distance_Utf16,14.97
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=32",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=32",Distance_Utf16,43.24
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=512",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=512",Distance_Utf16,45.7
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=512, Distinct=32",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=512, Distinct=32",Distance_Utf16,116.82
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=512, Distinct=512",Distance_CodePoint,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=512, Distinct=512",Distance_Utf16,4.03
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=4,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=4,Kernel,0.98
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=6,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=6,Kernel,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=8,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=8,Kernel,0.63
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=10,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=10,Kernel,0.55
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=12,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=12,Kernel,0.44
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=16,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=16,Kernel,0.33
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=24,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=24,Kernel,0.21
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=32,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=32,Kernel,0.15
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=48,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=48,Kernel,0.09
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=64,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=64,Kernel,0.07
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=96,Dp,1.0
2026-08-20,6bde87c833c7f936cefed0881eabbccbb2cb2f1f,AMD EPYC 9V74,MyersGateBenchmarks,Band=96,Kernel,0.09
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,FuzzBenchmarks,,Ratio,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,FuzzBenchmarks,,PartialRatio,169.08
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,FuzzBenchmarks,,TokenSortRatio,9.15
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,FuzzBenchmarks,,TokenSetRatio,29.64
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,FuzzBenchmarks,,WRatio,41.08
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=8,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=8,Distance_CodePoint,4.47
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=8,NormalizedSimilarity_Utf16,1.07
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=8,SubsequenceLength_Utf16,1.03
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=12,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=12,Distance_CodePoint,4.51
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=12,NormalizedSimilarity_Utf16,1.07
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=12,SubsequenceLength_Utf16,1.05
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=16,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=16,Distance_CodePoint,4.25
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=16,NormalizedSimilarity_Utf16,0.97
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=16,SubsequenceLength_Utf16,1.04
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=20,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=20,Distance_CodePoint,2.01
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=20,NormalizedSimilarity_Utf16,0.97
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=20,SubsequenceLength_Utf16,0.98
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=24,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=24,Distance_CodePoint,14.1
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=24,NormalizedSimilarity_Utf16,0.94
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=24,SubsequenceLength_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=32,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=32,Distance_CodePoint,16.08
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=32,NormalizedSimilarity_Utf16,1.07
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=32,SubsequenceLength_Utf16,1.01
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=128,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=128,Distance_CodePoint,14.88
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=128,NormalizedSimilarity_Utf16,1.04
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=128,SubsequenceLength_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=512,Distance_CodePoint,35.1
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=512,NormalizedSimilarity_Utf16,1.02
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,IndelBenchmarks,Length=512,SubsequenceLength_Utf16,0.98
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=8,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=8,Kernel,0.51
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=12,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=12,Kernel,0.31
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=14,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=14,Kernel,0.25
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=16,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=16,Kernel,0.22
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=18,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=18,Kernel,0.11
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=20,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=20,Kernel,0.11
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=24,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=24,Kernel,0.1
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=32,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=32,Kernel,0.07
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=48,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=48,Kernel,0.04
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=64,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=64,Kernel,0.03
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=96,Dp,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LcsGateBenchmarks,Band=96,Kernel,0.09
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=8,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=8,Distance_CodePoint,4.54
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=8,NormalizedSimilarity_Utf16,1.02
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=64,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=64,Distance_CodePoint,2.34
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=64,NormalizedSimilarity_Utf16,1.01
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=512,Distance_Utf16,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=512,Distance_CodePoint,1.11
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinBenchmarks,Length=512,NormalizedSimilarity_Utf16,1.03
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=32",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=32",Distance_Utf16,4.28
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=512",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=16, Distinct=512",Distance_Utf16,3.99
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=32",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=32",Distance_Utf16,7.7
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=512",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=24, Distinct=512",Distance_Utf16,7.29
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=32",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=32",Distance_Utf16,11.61
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=512",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=32, Distinct=512",Distance_Utf16,11.05
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=32",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=32",Distance_Utf16,15.67
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=512",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=40, Distinct=512",Distance_Utf16,15.14
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=32",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=32",Distance_Utf16,41.87
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=512",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=128, Distinct=512",Distance_Utf16,42.33
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=512, Distinct=32",Distance_CodePoint,1.0
2026-08-20,330991da387451cd3f4cfbe0dc421e67c1c1faf0,AMD EPYC 9V74,LevenshteinCodePointBenchmarks,"Length=512, Distinct=32",Distance_Utf16,119.78
